Код ID;Наименование;Краткое описание;Маленькая картинка;Подробное описание;Большая картинка;Склад;Цена1;Цена2;Цена3;Цена4;Цена5;Вес;Артикул;Кaтегория ID; Доп. каталоги;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение;Характеристика;Значение
1095;"Комплект ножей для мотоблоков типа МБ (8 ножей)";"";/UserFiles/Image/img1095_19607s.jpg;"<p>Комплект ножей для мотоблоков МБ-1 Ока, МБ-2 Нева, Каскад, Луч</p>";/UserFiles/Image/img1095_19607.jpg;99;720;0;0;0;0;0;;19;;Для мотоблоков;МБ-1 Ока, Каскад, Луч && МБ-2 Нева && НМБ-1 Угра;Для культиваторов;;Масса, кг;;Глубина культивации, мм;;Количество фрез;;Ширина культивации, мм;;Производитель;Мобил К, г. Гагарин;Гарантия;1 год расширенная;
1094;"Комплект ножей для мотоблоков МКМ-3 Lander, Салют (8 ножей)";"";/UserFiles/Image/img1094_23569s.jpg;"<p>Комплект ножей для мотоблоков Салют, МКМ-3 Lander, Фаворит, Крот</p>";/UserFiles/Image/img1094_23569.jpg;99;720;0;0;0;0;0;;19;;Для мотоблоков;МКМ-3 Lander (Пахарь), Hitachi S169 && Салют && Фаворит;Для культиваторов;;Масса, кг;;Глубина культивации, мм;;Количество фрез;;Ширина культивации, мм;;Производитель;Мобил К, г. Гагарин;Гарантия;1 год расширенная;
1093;"Бензопила Hitachi CS51EA";"";;"";;0;0;0;0;0;0;0;;76;;Масса, кг;;Длина шины, ``;;Рабочий объем цилиндра, куб. см;;Мощность, Вт;;Максимальная частота, об./мин;;Частота на холостом ходу, об./мин;;Объем масляного бака, л;;Шаг цепи,  дюйм;;Рекомендованная длина шины, см / дюйм;;Скорость вращения цепи на макс. оборотах, м/с;;Производитель;;Гарантия;;
1092;"Бензиновая газонокосилка Yard Machines YM BT 24";"";/UserFiles/Image/img1092_13466s.jpg;"<p>Независимо от типа выбранной газонокосилки - с задним или боковым выбросом, бензиновые газонокосилки от компании "MTD" характеризуются чрезвычайной мощностью. Газонокосилки с задним выбросом собирают скошенную траву в жесткий или тканевый травосборник. Эти травосборники легко опорожняются и во многих моделях являются также складными. При желании газон можно косить без использования травосборника, при этом скошенная трава выбрасывается. Бензиновые газонокосилки с боковым выбросом непосредственно выбрасывают скошенную траву. Такой способ скашивания идеально подходит для тех случаев, когда скошенную траву можно оставлять на газоне.</p>";/UserFiles/Image/img1092_13466.jpg;99;17540;0;0;0;0;0;;34;;Травосборник, л;80;Высота скашиваемой травы, мм;20 - 90;Привод;Передний;Режимы работы;сбор в травосборник;Ширина скашивания, см;52;Стартер;;Сухая масса, кг;35;Двигатель;Briggs&Stratton S650 (США);Тип двигателя;4-х тактный одноцилиндровый;Рабочий объем, куб.см;190;Макс. мощность, л.с.;5;Производитель;MTD, США-Германия;Гарантия;1 год сервис-центр;
1091;"Бензиновая газонокосилка Yard-Man YM 7021 SPB";"";/UserFiles/Image/img1091_16134s.jpg;"<p>Независимо от типа выбранной газонокосилки - с задним или боковым выбросом, бензиновые газонокосилки от компании "MTD" характеризуются чрезвычайной мощностью. Газонокосилки с задним выбросом собирают скошенную траву в жесткий или тканевый травосборник. Эти травосборники легко опорожняются и во многих моделях являются также складными. При желании газон можно косить без использования травосборника, при этом скошенная трава выбрасывается. Бензиновые газонокосилки с боковым выбросом непосредственно выбрасывают скошенную траву. Такой способ скашивания идеально подходит для тех случаев, когда скошенную траву можно оставлять на газоне.</p>";/UserFiles/Image/img1091_16134.jpg;99;21990;0;0;0;0;0;;34;;Травосборник, л;80;Высота скашиваемой травы, мм;20 - 90;Привод;задний;Режимы работы;сбор в травосборник;Ширина скашивания, см;53;Стартер;;Сухая масса, кг;44;Двигатель;Briggs&Stratton S700 (США);Тип двигателя;4-х тактный одноцилиндровый;Рабочий объем, куб.см;161;Макс. мощность, л.с.;6,5;Производитель;MTD, США-Германия;Гарантия;1 год сервис-центр;
1090;"Бензиновая газонокосилка Yard-Man YM 7019 SPB";"";/UserFiles/Image/img1090_37737s.jpg;"<p>Независимо от типа выбранной газонокосилки - с задним или боковым выбросом, бензиновые газонокосилки от компании "MTD" характеризуются чрезвычайной мощностью. Газонокосилки с задним выбросом собирают скошенную траву в жесткий или тканевый травосборник. Эти травосборники легко опорожняются и во многих моделях являются также складными. При желании газон можно косить без использования травосборника, при этом скошенная трава выбрасывается. Бензиновые газонокосилки с боковым выбросом непосредственно выбрасывают скошенную траву. Такой способ скашивания идеально подходит для тех случаев, когда скошенную траву можно оставлять на газоне.</p>";/UserFiles/Image/img1090_37737.jpg;99;19990;0;0;0;0;0;;34;;Травосборник, л;75;Высота скашиваемой травы, мм;25 - 90;Привод;задний;Режимы работы;сбор в травосборник;Ширина скашивания, см;48;Стартер;;Сухая масса, кг;39;Двигатель;Briggs&Stratton S700 (США);Тип двигателя;4-х тактный одноцилиндровый;Рабочий объем, куб.см;161;Макс. мощность, л.с.;6,5;Производитель;MTD, США-Германия;Гарантия;1 год сервис-центр;
1089;"Бензиновая газонокосилка Yard-Man YM 6021 SPK";"";/UserFiles/Image/img1089_39252s.jpg;"<p>Независимо от типа выбранной газонокосилки - с задним или боковым выбросом, бензиновые газонокосилки от компании "MTD" характеризуются чрезвычайной мощностью. Газонокосилки с задним выбросом собирают скошенную траву в жесткий или тканевый травосборник. Эти травосборники легко опорожняются и во многих моделях являются также складными. При желании газон можно косить без использования травосборника, при этом скошенная трава выбрасывается. Бензиновые газонокосилки с боковым выбросом непосредственно выбрасывают скошенную траву. Такой способ скашивания идеально подходит для тех случаев, когда скошенную траву можно оставлять на газоне.</p>";/UserFiles/Image/img1089_39252.jpg;99;30491;0;0;0;0;0;;34;;Травосборник, л;75;Высота скашиваемой травы, мм;35 - 95;Привод;задний;Режимы работы;сбор в травосборник;Ширина скашивания, см;53;Стартер;;Сухая масса, кг;45;Двигатель;Kawasaki FJ 180 V OHV (Япония);Тип двигателя;4-х тактный одноцилиндровый;Рабочий объем, куб.см;180;Макс. мощность, л.с.;6;Производитель;MTD, США-Германия;Гарантия;1 год сервис-центр;
1088;"Бензиновая газонокосилка Yard-Man YM 6021 CKE";"";/UserFiles/Image/img1088_39943s.jpg;"<p>Независимо от типа выбранной газонокосилки - с задним или боковым выбросом, бензиновые газонокосилки от компании "MTD" характеризуются чрезвычайной мощностью. Газонокосилки с задним выбросом собирают скошенную траву в жесткий или тканевый травосборник. Эти травосборники легко опорожняются и во многих моделях являются также складными. При желании газон можно косить без использования травосборника, при этом скошенная трава выбрасывается. Бензиновые газонокосилки с боковым выбросом непосредственно выбрасывают скошенную траву. Такой способ скашивания идеально подходит для тех случаев, когда скошенную траву можно оставлять на газоне.</p>";/UserFiles/Image/img1088_39943.jpg;99;39900;0;0;0;0;0;;34;;Травосборник, л;80;Высота скашиваемой травы, мм;35 - 95;Привод;задний;Режимы работы;сбор в травосборник;Ширина скашивания, см;53;Стартер;;Сухая масса, кг;51;Двигатель;Kawasaki FJ 180 V OHV (Япония);Тип двигателя;4-х тактный одноцилиндровый;Рабочий объем, куб.см;180;Макс. мощность, л.с.;6;Производитель;MTD, США-Германия;Гарантия;1 год сервис-центр;
1087;"Бензиновая газонокосилка Yard-Man YM 6021 CK";"";/UserFiles/Image/img1087_37652s.jpg;"<p>Независимо от типа выбранной газонокосилки - с задним или боковым выбросом, бензиновые газонокосилки от компании "MTD" характеризуются чрезвычайной мощностью. Газонокосилки с задним выбросом собирают скошенную траву в жесткий или тканевый травосборник. Эти травосборники легко опорожняются и во многих моделях являются также складными. При желании газон можно косить без использования травосборника, при этом скошенная трава выбрасывается. Бензиновые газонокосилки с боковым выбросом непосредственно выбрасывают скошенную траву. Такой способ скашивания идеально подходит для тех случаев, когда скошенную траву можно оставлять на газоне.</p>";/UserFiles/Image/img1087_37652.jpg;99;35900;0;0;0;0;0;;34;;Травосборник, л;80;Высота скашиваемой травы, мм;35 - 95;Привод;задний;Режимы работы;сбор в травосборник;Ширина скашивания, см;53;Стартер;;Сухая масса, кг;47;Двигатель;Kawasaki FJ 180 V OHV (Япония);Тип двигателя;4-х тактный одноцилиндровый;Рабочий объем, куб.см;180;Макс. мощность, л.с.;6;Производитель;MTD, США-Германия;Гарантия;1 год сервис-центр;
1086;"Бензиновая газонокосилка Yard-Man YM 6019";"";/UserFiles/Image/img1086_33995s.jpg;"<p>Независимо от типа выбранной газонокосилки - с задним или боковым выбросом, бензиновые газонокосилки от компании "MTD" характеризуются чрезвычайной мощностью. Газонокосилки с задним выбросом собирают скошенную траву в жесткий или тканевый травосборник. Эти травосборники легко опорожняются и во многих моделях являются также складными. При желании газон можно косить без использования травосборника, при этом скошенная трава выбрасывается. Бензиновые газонокосилки с боковым выбросом непосредственно выбрасывают скошенную траву. Такой способ скашивания идеально подходит для тех случаев, когда скошенную траву можно оставлять на газоне.</p>";/UserFiles/Image/img1086_33995.jpg;99;27841;0;0;0;0;0;;34;;Травосборник, л;80;Высота скашиваемой травы, мм;20 - 90;Привод;задний;Режимы работы;сбор в травосборник;Ширина скашивания, см;48;Стартер;;Сухая масса, кг;35;Двигатель;Kawasaki FJ 180 V OHV (Япония);Тип двигателя;4-х тактный одноцилиндровый;Рабочий объем, куб.см;180;Макс. мощность, л.с.;6;Производитель;MTD, США-Германия;Гарантия;1 год сервис-центр;
1085;"Бензиновая газонокосилка Yard-Man YM 6018 SAK";"";/UserFiles/Image/img1085_12673s.jpg;"<p>Независимо от типа выбранной газонокосилки - с задним или боковым выбросом, бензиновые газонокосилки от компании "MTD" характеризуются чрезвычайной мощностью. Газонокосилки с задним выбросом собирают скошенную траву в жесткий или тканевый травосборник. Эти травосборники легко опорожняются и во многих моделях являются также складными. При желании газон можно косить без использования травосборника, при этом скошенная трава выбрасывается. Бензиновые газонокосилки с боковым выбросом непосредственно выбрасывают скошенную траву. Такой способ скашивания идеально подходит для тех случаев, когда скошенную траву можно оставлять на газоне.</p>";/UserFiles/Image/img1085_12673.jpg;99;15990;0;0;0;0;0;;34;;Травосборник, л;70;Высота скашиваемой травы, мм;20 - 80;Привод;задний;Режимы работы;сбор в травосборник;Ширина скашивания, см;46;Стартер;;Сухая масса, кг;35;Двигатель;Kawasaki FJ 180 V OHV (Япония);Тип двигателя;4-х тактный одноцилиндровый;Рабочий объем, куб.см;180;Макс. мощность, л.с.;6;Производитель;MTD, США-Германия;Гарантия;1 год сервис-центр;
1084;"Бензиновая газонокосилка Yard-Man YM 5521 SPO-L";"";/UserFiles/Image/img1084_24574s.jpg;"<p>Независимо от типа выбранной газонокосилки - с задним или боковым выбросом, бензиновые газонокосилки от компании "MTD" характеризуются чрезвычайной мощностью. Газонокосилки с задним выбросом собирают скошенную траву в жесткий или тканевый травосборник. Эти травосборники легко опорожняются и во многих моделях являются также складными. При желании газон можно косить без использования травосборника, при этом скошенная трава выбрасывается. Бензиновые газонокосилки с боковым выбросом непосредственно выбрасывают скошенную траву. Такой способ скашивания идеально подходит для тех случаев, когда скошенную траву можно оставлять на газоне.</p>";/UserFiles/Image/img1084_24574.jpg;99;17990;0;0;0;0;0;;34;;Травосборник, л;65;Высота скашиваемой травы, мм;30 - 75;Привод;задний;Режимы работы;сбор в травосборник;Ширина скашивания, см;53;Стартер;;Сухая масса, кг;37;Двигатель;MTD ThorX 55 OHV;Тип двигателя;4-х тактный одноцилиндровый;Рабочий объем, куб.см;173;Макс. мощность, л.с.;5,5;Производитель;MTD, США-Германия;Гарантия;1 год сервис-центр;
1083;"Бензиновая газонокосилка Yard-Man YM 5521 SPH";"";/UserFiles/Image/img1083_28746s.jpg;"<p>Независимо от типа выбранной газонокосилки - с задним или боковым выбросом, бензиновые газонокосилки от компании "MTD" характеризуются чрезвычайной мощностью. Газонокосилки с задним выбросом собирают скошенную траву в жесткий или тканевый травосборник. Эти травосборники легко опорожняются и во многих моделях являются также складными. При желании газон можно косить без использования травосборника, при этом скошенная трава выбрасывается. Бензиновые газонокосилки с боковым выбросом непосредственно выбрасывают скошенную траву. Такой способ скашивания идеально подходит для тех случаев, когда скошенную траву можно оставлять на газоне.</p>";/UserFiles/Image/img1083_28746.jpg;99;26990;0;0;0;0;0;;34;;Травосборник, л;75;Высота скашиваемой травы, мм;30 - 85;Привод;задний;Режимы работы;сбор в травосборник;Ширина скашивания, см;52;Стартер;;Сухая масса, кг;37;Двигатель;Honda GCV160 (Япония);Тип двигателя;4-х тактный одноцилиндровый;Рабочий объем, куб.см;160;Макс. мощность, л.с.;5,5;Производитель;MTD, США-Германия;Гарантия;1 год сервис-центр;
